shannon_entropy,num_dots_dom,length_url,length_dom,num_dots_url,length_param,relative_entropy,num_param,num_special_chars_url,length_path,num_hyph_path,num_slash_url,num_hyph_url,status
4.138508938909887,2.0,64.0,18.0,2.0,0.0,0.3209226797274106,0.0,0.0,39.0,1.0,7.0,1.0,1.0
4.092342603144792,2.0,39.0,30.0,2.0,0.0,0.15558491029879395,0.0,0.0,1.0,0.0,3.0,0.0,0.0
4.348308841756336,2.0,53.0,23.0,2.0,0.0,0.2366536589648203,0.0,1.0,22.0,0.0,4.0,1.0,0.0
4.02085512047121,2.0,34.0,17.0,2.0,0.0,0.1490698809711026,0.0,0.0,9.0,0.0,4.0,0.0,0.0
4.025920165587641,2.0,33.0,16.0,2.0,0.0,0.22200734785594461,0.0,0.0,9.0,0.0,4.0,0.0,0.0
3.9523029776623857,2.0,29.0,14.0,2.0,0.0,0.13515986358795354,0.0,0.0,8.0,0.0,3.0,0.0,1.0
4.5092166699968645,2.0,71.0,35.0,2.0,0.0,0.2981382520607388,0.0,0.0,29.0,1.0,5.0,2.0,1.0
4.262979041070738,2.0,37.0,18.0,2.0,0.0,0.19645257756656034,0.0,0.0,12.0,0.0,4.0,0.0,1.0
3.92599298842148,2.0,31.0,23.0,2.0,0.0,0.24393201302083123,0.0,0.0,1.0,0.0,3.0,1.0,0.0
3.5137847242254345,2.0,27.0,18.0,2.0,0.0,0.1866549939156582,0.0,0.0,1.0,0.0,3.0,0.0,0.0
4.7874459387869654,2.0,79.0,18.0,4.0,0.0,0.341837078158001,0.0,1.0,53.0,1.0,7.0,1.0,0.0
4.216651363324027,2.0,45.0,16.0,2.0,0.0,0.24278025531327027,0.0,0.0,21.0,0.0,4.0,0.0,0.0
3.605388542207534,2.0,24.0,16.0,2.0,0.0,0.20196637985007032,0.0,0.0,1.0,0.0,3.0,0.0,0.0
4.012188403968661,2.0,28.0,14.0,2.0,0.0,0.15773659747365132,0.0,0.0,6.0,0.0,3.0,0.0,0.0
3.8561962982193805,3.0,27.0,19.0,3.0,0.0,0.1438037017806204,0.0,0.0,1.0,0.0,3.0,0.0,1.0
4.017659842382177,2.0,45.0,29.0,2.0,0.0,0.23026767106140797,0.0,0.0,9.0,0.0,5.0,0.0,1.0
4.39531020894716,2.0,42.0,17.0,2.0,0.0,0.24854598082756457,0.0,0.0,18.0,1.0,5.0,1.0,1.0
5.499328373226066,2.0,133.0,25.0,2.0,17.0,0.30802654883153946,2.0,5.0,82.0,1.0,7.0,2.0,1.0
4.033786320494365,2.0,50.0,20.0,3.0,0.0,0.21414119294921888,0.0,0.0,22.0,0.0,5.0,0.0,0.0
3.7588670992335302,1.0,29.0,14.0,1.0,0.0,0.24113290076646984,0.0,0.0,8.0,0.0,3.0,0.0,1.0
3.9952378913808873,3.0,29.0,21.0,3.0,0.0,0.17468711006142568,0.0,0.0,1.0,0.0,3.0,0.0,0.0
3.854285871987245,1.0,26.0,15.0,1.0,0.0,0.23317696926309345,0.0,0.0,4.0,0.0,4.0,0.0,1.0
4.796652604151856,2.0,218.0,12.0,3.0,165.0,0.451274909291732,3.0,6.0,33.0,1.0,6.0,1.0,1.0
4.135940488298283,2.0,43.0,12.0,2.0,0.0,0.25637693448047694,0.0,0.0,24.0,0.0,5.0,0.0,0.0
3.772055208874201,2.0,24.0,15.0,2.0,0.0,0.1348353867343181,0.0,0.0,1.0,0.0,3.0,0.0,0.0
4.1604200911461655,2.0,39.0,22.0,2.0,0.0,0.2318973316325946,0.0,0.0,10.0,0.0,5.0,0.0,1.0
3.9648576597402947,2.0,35.0,26.0,2.0,0.0,0.20506734170201668,0.0,0.0,1.0,0.0,3.0,1.0,1.0
4.134183719779188,2.0,40.0,32.0,2.0,0.0,0.1877443751081734,0.0,0.0,1.0,0.0,3.0,0.0,1.0
3.8980685120588383,3.0,30.0,14.0,3.0,0.0,0.18939432919150118,0.0,0.0,9.0,0.0,4.0,0.0,1.0
4.82701850985823,2.0,70.0,16.0,3.0,14.0,0.26044433139210865,1.0,3.0,32.0,0.0,6.0,0.0,1.0
3.905307776373746,1.0,38.0,16.0,2.0,0.0,0.18215506487659258,0.0,0.0,15.0,0.0,4.0,0.0,1.0
3.740601562950723,2.0,24.0,15.0,2.0,0.0,0.166289032657796,0.0,0.0,1.0,0.0,3.0,1.0,0.0
4.3532546819000775,2.0,62.0,34.0,3.0,0.0,0.23170781882107727,0.0,0.0,21.0,1.0,3.0,1.0,0.0
4.45876274835271,2.0,61.0,21.0,2.0,0.0,0.29612475381075987,0.0,0.0,33.0,3.0,7.0,3.0,0.0
4.201915524693378,1.0,64.0,8.0,2.0,0.0,0.3216464313636346,0.0,0.0,49.0,0.0,6.0,0.0,1.0
3.844232898763191,1.0,21.0,12.0,1.0,0.0,0.15576710123680815,0.0,0.0,1.0,0.0,3.0,0.0,0.0
4.160704752887782,2.0,34.0,25.0,2.0,0.0,0.16122334199957972,0.0,0.0,1.0,0.0,3.0,0.0,1.0
4.244925854752683,2.0,49.0,26.0,2.0,0.0,0.21450576388461437,0.0,0.0,16.0,0.0,4.0,0.0,0.0
4.504632232401174,2.0,89.0,14.0,4.0,0.0,0.40225836320734565,0.0,0.0,68.0,1.0,11.0,1.0,1.0
4.446078254079442,3.0,60.0,21.0,3.0,0.0,0.25436146406164967,0.0,0.0,31.0,1.0,6.0,1.0,1.0
4.549806866046801,1.0,93.0,17.0,1.0,0.0,0.3570837295617182,0.0,0.0,69.0,8.0,5.0,8.0,0.0
4.5492054887333735,3.0,51.0,43.0,3.0,0.0,0.20568201343009626,0.0,0.0,1.0,0.0,3.0,2.0,1.0
4.781240559094902,2.0,79.0,19.0,3.0,26.0,0.3480424578500651,1.0,3.0,26.0,0.0,7.0,1.0,1.0
3.9677201004745,2.0,28.0,20.0,2.0,0.0,0.11974274077584002,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5.45742397411003,2.0,168.0,12.0,2.0,0.0,0.2704964804531715,0.0,0.0,148.0,1.0,4.0,1.0,1.0
4.36154589289522,2.0,102.0,23.0,3.0,0.0,0.44580902916238424,0.0,1.0,72.0,0.0,9.0,1.0,1.0
4.157268229617389,2.0,48.0,20.0,2.0,0.0,0.23504919316137102,0.0,0.0,20.0,0.0,4.0,0.0,0.0
4.355630217825958,3.0,68.0,18.0,4.0,0.0,0.2882259719487671,0.0,0.0,42.0,0.0,6.0,0.0,1.0
4.9493971905260095,2.0,126.0,31.0,3.0,61.0,0.33600502833623946,2.0,4.0,26.0,0.0,6.0,0.0,1.0
4.095877191520978,2.0,57.0,28.0,2.0,0.0,0.22605090336638334,0.0,0.0,22.0,0.0,5.0,0.0,1.0
4.063387937609557,2.0,44.0,35.0,2.0,0.0,0.2585401572778051,0.0,0.0,1.0,0.0,3.0,3.0,1.0
3.7834959231633984,1.0,33.0,14.0,1.0,0.0,0.30396691808694054,0.0,0.0,11.0,0.0,4.0,0.0,0.0
4.837324605675638,4.0,127.0,50.0,4.0,49.0,0.3326003957666747,3.0,6.0,19.0,0.0,4.0,1.0,1.0
4.126886761135438,1.0,50.0,18.0,1.0,0.0,0.2654306616433221,0.0,0.0,25.0,3.0,4.0,3.0,0.0
4.328301174253796,2.0,61.0,15.0,3.0,0.0,0.2566613264673591,0.0,0.0,39.0,0.0,5.0,0.0,0.0
4.103707802945662,1.0,49.0,14.0,2.0,0.0,0.21822029194169973,0.0,1.0,27.0,0.0,6.0,0.0,1.0
4.586848193337727,2.0,93.0,19.0,2.0,0.0,0.32004240227079045,0.0,0.0,67.0,4.0,7.0,4.0,0.0
3.9834585933443494,2.0,32.0,24.0,2.0,0.0,0.18646640809796267,0.0,0.0,1.0,0.0,3.0,0.0,0.0
3.897837966283953,2.0,54.0,11.0,2.0,0.0,0.3500895471596338,0.0,0.0,36.0,1.0,5.0,1.0,1.0
4.003590820407827,2.0,50.0,20.0,3.0,0.0,0.24433669303575764,0.0,0.0,22.0,0.0,5.0,0.0,0.0
4.210363882461015,1.0,52.0,14.0,1.0,0.0,0.24906773617628247,0.0,0.0,30.0,3.0,4.0,3.0,0.0
4.202439190137591,3.0,57.0,28.0,3.0,0.0,0.18987823264116785,0.0,0.0,22.0,0.0,7.0,0.0,1.0
3.7406015629507228,2.0,24.0,15.0,2.0,0.0,0.166289032657796,0.0,0.0,1.0,0.0,3.0,0.0,0.0
4.364540741814106,2.0,45.0,21.0,2.0,0.0,0.2204217589070499,0.0,0.0,17.0,1.0,5.0,1.0,0.0
